pid,dt,url,title,price,neighb,sqft,lat,lng,accuracy,body_text,furnished,laundry_known,laundry_onpremises,laundry_inunit,room_known,private_room,bath_known,private_bath,parking_known,onsite_parking
6022719966,2017-03-10 11:25,http://sfbay.craigslist.org/sfc/roo/6022719966.html,3023 HEART OF MARINA AWESOME ROOM IN 6 BEDROOM,1195,marina / cow hollow,250,37.797298,-122.435532,10,"THIS UNIT IS AWESOME -  The ages are in their 20s all working professionals. FUN PEOPLE!

We have a tech guy,  assistant, teacher, professional at a solar company, another at adobe, and another at a PR agency.

THIS BRAND NEWLY REMODELED 6 BEDROOM IS JUST THE PLACE FOR YOU!

- BRAND NEW HARDWOOD FLOORS
- BRAND NEW KITCHEN
- NEW PAINT
- BRAND NEW STAINLESS STEEL APPLIANCES
- IN-UNIT LANDRY BRAND NEW
- GRANITE COUNTER TOPS
- 100% WALK ABILITY SCORE",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6035157135,2017-03-10 11:25,http://sfbay.craigslist.org/sfc/roo/6035157135.html,(((Room for Rent with luxury amenities))),1700,financial district,1043,37.786400,-122.389200,22,"Hi everyone!

I have a room for rent in a nice two bedroom apartment, close to Caltrain and BART
Kitchen Privileges to a person willing to clean. (A Must)
Couples are okay for an extra charge
Split PG&E/ Cable/ Internet
Security Dep = first month rent

http://rentsf.co/lseven?c=clp_ap",False,TRUE,FALSE,True,True,TRUE,True,FALSE,FALSE,FALSE
6028540890,2017-03-10 11:25,http://sfbay.craigslist.org/sfc/roo/6028540890.html,"NEW REMODEL, GREAT ROOM, GREAT DOWNTOWN LOCATION",1150,financial district,150,37.794579,-122.403815,10,"RENT CAN BE PAID BY THE WEEK - 1 MONTH MIN LEASE TERM

AVAILABLE NOW  - CALL OR COME ANY DAY FROM 9-5PM TO SEE THE SPACE

Basic Direct TV - FLAT SCREEN TV
Twin Bed with NEW Blankets; Sheets (NON FURNISHED ALSO AVAIL)
New Floors
Free WiFi
Rooms available with refrigerator and microwave
Closet / Dresser / Sink
BRAND NEW Community Kitchen
Bath Towels ; Linens changed weekly

1 MONTH MIN LEASE TERM

$35.00 application fee",True,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6035146686,2017-03-10 11:25,http://sfbay.craigslist.org/sfc/roo/6035146686.html,ONE MONTH LEASE GREAT DOWNTOWN LOCATION,995,financial district,150,37.794579,-122.403815,10,"RENT CAN BE PAID BY THE WEEK - 32 day min lease term

AVAILABLE NOW

Basic Direct TV - FLAT SCREEN TV
Twin Bed with NEW Blankets; Sheets (NON FURNISHED ALSO AVAIL)
New Floors
Free WiFi
Rooms available with refrigerator and microwave
Closet / Dresser / Sink
BRAND NEW Community Kitchen
Bath Towels ; Linens changed weekly

1 MONTH MIN LEASE TERM

$35.00 application fee",True,TRUE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038139720,2017-03-10 11:24,http://sfbay.craigslist.org/eby/roo/6038139720.html,Fremont TownHouse 1 Room For Rent,795,fremont / union city / newark,0,37.565594,-122.024353,7,"One bedroom with shared bath. $795.00, plus 1/3 utilities. Shared  Kitchen with limited cooking. The home is 3 bedroom, one  and  one half bathroom, 1335 sq ft Townhome. The Room is for one adult  no exceptions.Room sizes is 11x 12. The household is in the quiet Brookvale Neighborhood of  Fremont. The townhome is with in walking distance of a Lucky supermarket, Starbucks,Togo's and a 24 hour sports gym. Easy access to freeway 880 and highway 84, 12 miles to FACEBOOK. There is plenty of parking. Washer/dryer access, High speed internet  and Direct Tv included.  $500.00 deposit. No  smoking, no guest ! House cleaner comes 1 time per month included. This is a very Quite home. Sorry no Pets.   

If interested please call Kent at 
 
cell
No Email please call ! Thank you",False,TRUE,FALSE,True,True,TRUE,True,FALSE,TRUE,FALSE
6038139345,2017-03-10 11:24,http://sfbay.craigslist.org/sfc/roo/6038139345.html,ROOM AVAILABLE,850,inner richmond,120,37.781200,-122.461400,22,"We have a room for rent at 10 th & CLEMENT . The rent is $ 850 . Including utilities . Please contact VINH at 
 
or 
 
. CALL TIME : 9 AM- 5PM . NO EMAIL . THANKS",False,TRUE,TRUE,False,True,TRUE,True,FALSE,FALSE,FALSE
6038071032,2017-03-10 11:23,http://sfbay.craigslist.org/eby/roo/6038071032.html,"AT CAL Sleep,Shower,make food",700,berkeley,0,37.866400,-122.257000,22,"One more female student needed. bunk and large 6 draw abailable in large studio with shared bath and kitchen. No closet available. 5 minutes walk to cal. Walk to bcc and bart. Must be safety conscious, serious student and tidy.",True,TRUE,TRUE,False,True,FALSE,True,FALSE,TRUE,FALSE
6033587174,2017-03-10 11:23,http://sfbay.craigslist.org/sfc/roo/6033587174.html,$1350 2 vacant rooms for rent on 25th Ave& Anza,,richmond / seacliff,0,37.777703,-122.483997,7,"Two vacant rooms in a huge, well-maintained and charming 3 bedroom 2 bathroom apartment are available for rent. This apartment offers open kitchen with formal living room, high ceilings and convenient location. Other features in the house include:

*High-end appliance
*Hardwood floor
*Washer and dryer in the unit
*Fireplace
*Granite counter tops
*Dining room/living room 
*The apartment is completely vacant and move-in ready

Location! Location! Location! Only 1 block to Geary Blvd and 2 blocks to Balboa Street, enjoy excellent proximity to public transportation, shopping, cafÃÂ©, restaurants on Geary Blvd/Balboa St.. Only steps away from public transportation (Route 38, 31, 5, 1) and easy access to the entire city, the Golden Gate Bridge, and the peninsula (19th Avenue). 

Monthly Rent:

Second Bedroom = $1,450
Third Bedroom = $1,350

Please contact me for showing instruction and any questions.",False,TRUE,FALSE,True,True,TRUE,True,TRUE,TRUE,FALSE
6038135624,2017-03-10 11:22,http://sfbay.craigslist.org/sby/roo/6038135624.html,Sunnyvale 雅房出租,,sunnyvale,0,37.369339,-122.020340,7,"Sunnyvale Fair Oaks & Old San Francisco 交界
近Apple,Yahoo,等公司  交通便利
雅房分租,独立进出,公用浴室
适合单身正职或者学生
无烟, 少炊
即可入住

联系电话: 四零八-四八零-五九零九
白女士
只讲国语",True,FALSE,FALSE,False,True,TRUE,True,TRUE,FALSE,FALSE
6038134279,2017-03-10 11:21,http://sfbay.craigslist.org/sby/roo/6038134279.html,ROOM FOR RENT UTILS INCLUDED,750,willow glen / cambrian,0,,,,"room available now, for single occupancy, shared bathroom. rent month to month,
NO smoker, drugs, pets. all utilities included,  full time employed, 
NO overnight guest , light kitchen use. deposit $500.00
 
OPEN  SATURDAY11 ,SUNDAY 12",False,FALSE,FALSE,False,True,TRUE,True,FALSE,TRUE,FALSE
6038133330,2017-03-10 11:21,http://sfbay.craigslist.org/sfc/roo/6038133330.html,Master Bedroom + Garage Parking - April 1st Move-In,,lower haight,0,37.771432,-122.438618,7,"Hi Everyone! 

I am looking for a roommate to rent the master bedroom opening up in the begining of April. This is a 2 BR, gorgeous apartment in the middle of San Francisco! We is located between Lower Haight and the Panhandle, right near Buena Vista Park, on Broderick St. The living room and kitchen are already furnished as well. I am looking to room with a clean, professional individual who is easy-going and doesn't party too much. The rent includes the master bedroom plus garage parking with extra storage space.


Please email me with a little about you, your LinkedIn link and/or Facebook.

Thanks for reading!",True,TRUE,TRUE,False,True,TRUE,True,FALSE,TRUE,TRUE
